id,genre_id,name,non_tax_price,introduction,image_id,is_active
1,1,女王様のミックスベリータルト,2100,"【商品について】
タルトの主役はフルーツ。その美味しさを最大限に活かすために「フルーツは山盛りで」が店主のこだわり。
よくあるベリータルトに比べるとかさ高になっているのも、そのためです。
タルトの生地も、クリームも全てタルトとの相性を考えて作り出した、自慢のクリームとタルトです。

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/タルト_ベリータルト.jpg,true
2,1,地中海風ベジタブルタルト,1700,"【商品について】
フランスの伝統的総菜タルトキッシュです。
ランチやパーティで手軽にご利用ください。 冷凍のままオーブントースターで約15分温めてください。
チェリートマト、ズッキーニ、パプリカ、 玉ねぎなど色鮮やかなたっぷりの具材をふんわりとした卵のやさしさでまとめてあり、食べ応えがあります。
これ一つで充分な ボリュームです。 
地中海風タルトの特徴 伝統的なフランスの惣菜料理キュッシュ 色鮮やかな野菜をふんだんに使用< ふんわりと卵でやさしくまとめてある 加熱済み食品である。 
オーブントースターで冷凍のまま約15分 作りたての味わいを再現 ランチやパーティのつまみに。 

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/タルト_ネギタルト.jpg,true
3,1,おうちのアップルタルト,1100,"【商品について】
フレッシュなアップルを62％使用し、シャキシャキ食感が残っているアップルタルトです。
さらに注目したいのが「人工着色料・人工香料・保存料」をまったく使用していないこと!!お子様も安心して食べられる、おやつや朝食にピッタリなスイーツなんです。 

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/タルト_アップルタルト.jpg,true
4,3,アメリカンチョコチップクッキー,450,"【商品について】
サクッと軽い歯ざわりのクッキー生地に、口どけの良いチョコチップをたっぷり練り込みました。
チョコレート好きの方にもご満足いただける逸品です。

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/焼き菓子_チョコクッキー.jpg,true
5,3,グルテンフリー米粉マフィン,400,"【商品について】
実店舗でリピーター様続出の、厳選素材を使用して焼き上げた、バナナたっぷりの甘さ控えめのマフィンです。
その時に手に入る材料を使って、いろんな味のバリエーションをランダムに詰め合わせいたしますので、味はお楽しみになります。
（卵、砂糖、乳製品不使用タイプもございます） 

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/焼き菓子_マフィン.jpg,true
6,3,ほっと一息バームクーヘン,1200,"【商品について】
発売当初からご好評をいただいている定番商品 しっとりと口どけの良い食感 蜂蜜やメープルシロップをバランスよく配合したコクと甘さが特徴の生地を、絶妙なタイミングで一枚一枚、焼きながら巻きあげていくその層は、きめが細かくしっとりとした弾力ある口あたりに焼きあがります。
シュガーコーティングして仕上げた側面は、食感のアクセント。


【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/焼き菓子_バームクーヘン.jpg,true
7,2,天空のプリン雅,2980,"【商品について】
天空のプリン雅（みやび）は、北海道産生クリームを贅沢に使用し、
濃厚かつクリーミーに仕上げました。
ヒルナンデス！で紹介された人気のお取り寄せスイーツです。
おいしさの秘密は、宮古島の雪塩を使用したキャラメルソースのかすかな塩味。
バニラプリンの濃厚な甘味と相まって、おいしさがお口いっぱいに広がります。

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/プリン.JPG,true
8,2,ウフウフガーデンのとろ生プリン,1300,"【商品について】
バニラビーンズをたっぷり使用しており、豊かな香りとたまごの濃厚な旨みが感じられます。
直営農場から届く採れたての新鮮なたまごを使用。たまご本来の濃厚な甘みとなめらかな口どけが感じられます。
山形県の大自然の中で生産された生乳100％。自然なおいしさがたまごの甘みとコクを引き立てます。
深みのある味わいと優しい香りを持ち、マイルドで甘く豊かな香りでキャラメルのような風味があるのが楽しめます。

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/チョコプリン.JPG,true
9,2,彩果の恵み,700,"【商品について】
りんご、ぶどう、洋梨、マンゴ、もも、レッドグレープフルーツ、苺、オレンジ 各1個入り。
1瓶につき約100億個の乳酸菌が入り。一般的な甘味料よりもヘルシーな希少糖を配合。
水分少なめのコクのあるヨーグルト、塩分が感じられるフランス産チーズ、
濃厚なカスタードクリームを絶妙に配合することで、滑らかな舌触りを実現しています。

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/いちごのプリン.jpeg,true
10,4,飴のつどい,500,"【商品について】
大手メーカーさんは生産性を上げるため、真空釜を使い、
釜を真空状態にすることにより急激に温度をあげて煮詰めます。
弊社では直火炊きで時間をかけて煮詰めることにより、カリッとした食感が特長です。
3種類の色々なタイプのアメが入ってますので、お子様からご年配の方までお楽しみいただけます。

【郵送について】
こちらの商品は注文から５日以内に冷凍便にて発送されます。お届け指定日などある場合はご注文時に備考欄にお書き下さい。
※お届け指定は注文日より2週間以内で承ります。
代引きを希望される場合は、メールにてご相談ください。

【賞味期限】
製造日より
冷凍、1ヵ月
解凍後、2日

【お召し上がり方】
①冷凍状態で袋から取り出す。
②冷蔵庫の中で120分程度解凍する。
(半解凍状態でお召し上がりになるのもオススメです)
③お好みの大きさにカットし、フルーツ、ムース、生地を一緒にパクリとお召し上がり下さい。
(焼き込みタルトは、オーブンやトースターで温めてお召し上がりになるのもオススメです)
④解凍後はなるべくお早めにお召し上がり下さい。
",./app/assets/images/屋台の飴.jpeg,true
